Make,Model,Year,Km,Transmission,Fuel,Price
Kia,Sephia,2001,"185,000",automatic,gas,"122,000"
Jeep,Wrangler,2010,"282,000",automatic,gas,"550,000"
Fiat,128,1979,0,manual,gas,"18,500"
Chery,Arrizo 5,2022,"9,000",manual,gas,"280,000"
Citroën,Berlingo,2005,0,automatic,gas,"25,000"
Mercedes,A 200,2013,"170,000",automatic,gas,"625,000"
Kia,Cerato,2008,"170,000",manual,gas,"155,000"
Hyundai,Sonata,2001,"200,000",automatic,gas,"250,000"
Fiat,Tipo,2019,"33,000",automatic,gas,"385,000"
Chevrolet,T-Series,1997,"200,000",manual,diesel,"90,000"
Lada,2107,2010,0,manual,gas,"45,000"
Chevrolet,Aveo,2010,"267,000",manual,gas,"150,000"
Fiat,128,1981,0,manual,gas,"25,000"
Fiat,Doblo,2015,"250,000",manual,gas,"200,000"
Lada,2107,2010,"27,000",manual,gas,"43,000"
Chrysler,PT Cruiser,2007,"125,000",manual,gas,"160,000"
Hyundai,Elantra,2008,"29,000",automatic,gas,"285,000"
Opel,Astra,2015,"149,000",automatic,gas,"325,000"
Chery,Envy,2017,"122,000",manual,gas,"135,000"
Byd,F3,2019,"300,000",manual,natural gas,"200,000"
Opel,Astra,2012,"200,000",automatic,gas,"350,000"
Fiat,Tipo,2018,"23,000",automatic,gas,"410,000"
Hyundai,Tucson,2017,"55,000",automatic,gas,"715,000"
Fiat,Dogan,1995,0,manual,gas,"28,000"
Geely,X7,2019,"50,000",automatic,gas,"380,000"
Kia,Forte,2012,"104,000",automatic,gas,"260,000"
Hyundai,Accent,2012,"180,000",automatic,gas,"280,000"
Brilliance,V6,2019,"100,000",automatic,gas,"510,000"
Hyundai,Elantra HD,2020,"150,000",automatic,natural gas,"350,000"
Chevrolet,Cruze,2016,"185,000",automatic,gas,"300,000"
Renault,Fluence,2014,"90,000",automatic,gas,"265,000"
Daewoo,Nubira 2,1999,"150,000",manual,gas,"135,000"
Chevrolet,Aveo,2013,"138,000",automatic,gas,"210,000"
Volkswagen,Tiguan,2020,"40,500",automatic,gas,"950,000"
Mercedes,C 180,2023,"1,000",automatic,gas,"2,360,000"
Opel,Astra,2011,"150,000",automatic,gas,"255,000"
Toyota,Corolla,2000,"200,000",manual,gas,"70,000"
Renault,Symbol,2010,"199,000",manual,gas,"115,000"
Hyundai,Elantra HD,2020,"130,000",automatic,gas,"365,000"
Mitsubishi,Lancer Puma,2007,"40,000",manual,gas,"190,000"
Hyundai,I10,2013,"102,000",automatic,gas,"230,000"
Jeep,Wrangler,1995,"200,000",manual,gas,"175,000"
Fiat,128,1990,"40,000",manual,gas,"26,000"
Citroën,C3 Aircross,2022,"5,000",automatic,gas,"590,000"
Renault,Sandero Step Way,2013,"63,000",manual,gas,"220,000"
Daewoo,Nubira 1,1996,"200,000",manual,gas,"45,000"
Toyota,Corolla,2022,"17,000",automatic,gas,"650,000"
Fiat,127,1985,"100,000",manual,gas,"25,000"
Chery,Envy,2018,"100,000",automatic,gas,"136,000"
Toyota,Hiace,1998,"100,000",manual,natural gas,"135,000"
Seat,Ateca,2021,"40,000",automatic,gas,"950,000"
Hyundai,Tucson,2023,500,automatic,gas,"1,450,000"
Chevrolet,Lanos,2011,"138,000",manual,gas,"150,000"
Kia,Carens,2015,"115,000",automatic,gas,"525,000"
Hyundai,Elantra MD,2016,"100,000",automatic,gas,"495,000"
Chevrolet,Lanos,2018,"200,000",manual,gas,"225,000"
Hyundai,Elantra CN7,2022,"10,000",automatic,gas,"625,000"
Mercedes,C 300,2020,"45,000",automatic,gas,"1,800,000"
Chevrolet,Cruze,2016,"112,000",automatic,gas,"280,000"
Hyundai,Atos,1998,0,manual,gas,"90,000"
Nissan,Qashqai,2018,"185,000",automatic,gas,"520,000"
Skoda,Octavia A4,2000,"154,000",manual,gas,"178,000"
Nissan,Sunny,2014,"200,000",automatic,gas,"230,000"
Suzuki,Van,2017,"62,000",manual,gas,"155,000"
Volkswagen,Passat,2007,"146,000",automatic,gas,"390,000"
Renault,Fluence,2012,"40,000",automatic,gas,"250,000"
Kenbo,Mini Truck,2017,"86,000",manual,gas,"140,000"
Hyundai,Verna,2012,"200,000",manual,gas,"130,000"
Suzuki,Van,2014,"75,000",manual,gas,"105,000"
Fiat,Tipo,2020,"45,000",manual,gas,"280,000"
Volkswagen,Jetta,2008,"92,500",automatic,gas,"350,000"
Fiat,Tipo,2021,"30,000",automatic,gas,"600,000"
Renault,Duster,2019,"39,000",automatic,gas,"500,000"
Haima,Haima 2,2013,"100,000",manual,gas,"165,000"
Renault,Optima,1997,"70,000",manual,gas,"50,000"
Daewoo,Nubira 2,2008,"230,000",manual,gas,"135,000"
Chevrolet,Aveo,2015,"170,000",automatic,gas,"240,000"
Hyundai,I20,2022,"6,000",automatic,gas,"550,000"
Brilliance,Galena,2007,"243,000",automatic,gas,"145,000"
Hyundai,Creta,2016,"45,000",automatic,gas,"575,000"
Mercedes,200,1977,"300,000",manual,gas,"60,000"
Opel,Grandland,2020,"70,000",automatic,gas,"850,000"
BMW,523,2006,"300,000",automatic,gas,"390,000"
Peugeot,504,1978,"300,000",manual,gas,"40,000"
Skoda,Felicia,1997,"144,000",manual,gas,"50,000"
Hyundai,Tucson,2022,"17,500",automatic,gas,"1,110,000"
Kia,Grand Cerato,2020,"60,000",automatic,gas,"620,000"
Daewoo,Nubira 2,1999,"460,000",automatic,gas,"130,000"
Ssang Yong,Tivoli XLV,2019,"85,000",automatic,gas,"450,000"
Hyundai,Elantra HD,2017,"200,000",automatic,gas,"320,000"
Speranza,Tiggo,2012,"197,000",manual,gas,"190,000"
Nissan,Sunny,2013,"155,000",automatic,gas,"245,000"
Peugeot,508,2013,"224,000",automatic,gas,"350,000"
MG,5,2022,"28,000",automatic,gas,"450,000"
Opel,Insignia,2016,"180,000",automatic,gas,"575,000"
Hyundai,Elantra CN7,2021,"50,000",automatic,gas,"600,000"
Peugeot,308 sw,2011,0,automatic,gas,"250,000"
Toyota,Corolla,2020,"140,000",automatic,gas,"570,000"
Mitsubishi,Lancer EX Shark,2018,"95,000",automatic,gas,"470,000"
Kia,Sportage,2018,"60,000",automatic,gas,"715,000"
Byd,F3,2018,"160,000",manual,gas,"185,000"
Speranza,Chery QQ || Chery qq,2005,"120,000",manual,gas,"45,000"
Chevrolet,Lanos,2011,"177,000",manual,gas,"125,000"
Kia,Sportage,2019,"80,000",automatic,gas,"685,000"
Suzuki,Pickup,2019,"100,000",manual,gas,"230,000"
Hyundai,Elantra MD,2012,"170,000",automatic,gas,"315,000"
Peugeot,2008,2020,"90,000",automatic,gas,"600,000"
Daihatsu,Terios,2015,"19,000",automatic,gas,"350,000"
Chevrolet,Lanos,2011,"222,259",manual,gas,"135,000"
Hyundai,Verna,2016,"147,000",manual,natural gas,"165,000"
Suzuki,Van,2011,"65,888",automatic,gas,"90,000"
Kia,Picanto,2006,"140,000",manual,gas,"160,000"
Toyota,Corolla,2015,"149,000",automatic,gas,"460,000"
Peugeot,508,2017,"95,000",automatic,gas,"560,000"
Chevrolet,Cruze,2015,"106,000",automatic,gas,"360,000"
Kia,Cerato,2006,"234,000",manual,gas,"180,000"
Fiat,Punto evo,2001,"165,000",manual,gas,"90,000"
Hyundai,Avante,2007,"77,000",automatic,gas,"230,000"
Peugeot,205,1984,0,manual,gas,"50,000"
Changan,Benni,2013,"28,000",manual,gas,"130,000"
BMW,316,2000,"56,000",manual,gas,"290,000"
Nissan,Sentra,2020,"130,000",automatic,gas,"380,000"
BMW,318,1999,"380,000",automatic,gas,"250,000"
Mercedes,E 200,2022,120,automatic,gas,"3,000,000"
Mercedes,C 180,2015,"74,000",automatic,gas,"1,150,000"
Opel,Astra,2019,"100,000",automatic,gas,"425,000"
Kia,Cerato,2017,"110,000",automatic,gas,"470,000"
Kia,Cerato,2015,"110,000",automatic,gas,"382,000"
Hyundai,Elantra AD,2018,"75,000",automatic,gas,"395,000"
Fiat,128,1990,0,manual,gas,"30,000"
Mercedes,GLA,2022,"1,000",automatic,gas,"2,250,000"
Skoda,Octavia A5,2009,"218,000",automatic,gas,"330,000"
Hyundai,Elantra HD,2020,"63,000",automatic,gas,"390,000"
Geely,Emgrand 7,2015,"167,000",manual,gas,"148,000"
Opel,Astra,2017,"111,000",automatic,gas,"410,000"
Fiat,Dogan,1993,"100,000",manual,gas,"38,000"
Chery,Tiggo 7,2021,"27,000",automatic,gas,"500,000"
Hyundai,Accent,2006,"160,000",manual,gas,"135,000"
Proton,Waja,2005,"198,000",automatic,gas,"130,000"
Fiat,Brava,2001,"250,000",manual,gas,"80,000"
Byd,F3,2012,"50,000",automatic,gas,"200,000"
Jeep,Wrangler,2011,"185,000",automatic,diesel,"800,000"
Fiat,Polonez,1988,0,manual,gas,"19,000"
MG,5,2021,"26,000",automatic,gas,"370,000"
Renault,Logan,2022,"25,000",manual,gas,"290,000"
Chevrolet,Optra,2018,"93,000",automatic,gas,"275,000"
Toyota,Avanza,2015,"110,000",automatic,gas,"370,000"
Nissan,Datsun,2005,"450,000",manual,natural gas,"105,000"
Opel,Astra,2020,"45,000",automatic,gas,"450,000"
Volkswagen,Fox,2012,"390,000",automatic,gas,"390,000"
Suzuki,Baleno,2022,"16,000",automatic,gas,"425,000"
Peugeot,301,2015,"190,000",automatic,gas,"275,000"
Proton,Persona,2014,"160,000",automatic,gas,"250,000"
Jac,S2,2016,"100,000",automatic,gas,"240,000"
Mitsubishi,Lancer EX Shark,2016,"142,000",automatic,gas,"330,000"
Chevrolet,Optra,2022,"26,000",automatic,gas,"380,000"
Nissan,Sunny,2021,"34,000",automatic,gas,"330,000"
Mitsubishi,Lancer EX Shark,2015,"290,000",automatic,gas,"310,000"
Saipa,Pride,2009,"179,000",manual,gas,"75,000"
BMW,523,1997,"450,000",automatic,gas,"180,000"
Mercedes,C 200,2021,"20,000",automatic,gas,"3,500,000"
Suzuki,Van,2008,"150,000",manual,gas,"75,000"
Skoda,Octavia A7,2014,"200,000",automatic,gas,"470,000"
Kia,Sportage,2022,"40,000",automatic,gas,"860,000"
Mitsubishi,Lancer EX Shark,2008,"125,000",automatic,gas,"245,000"
Kia,Cerato,2022,"40,000",automatic,gas,"660,000"
Mitsubishi,Pajero,2015,"240,000",automatic,gas,"860,000"
Chery,Tiggo,2023,"2,000",automatic,gas,"550,000"
Citroën,C3 Aircross,2022,"13,000",automatic,gas,"530,000"
Hyundai,Elantra HD,2021,"45,000",automatic,gas,"525,000"
Fiat,128,1988,"70,000",manual,gas,"30,000"
Mercedes,230,1979,"200,000",manual,gas,"46,000"
Volkswagen,Golf 2,1986,"170,000",automatic,gas,"85,000"
Jaguar,S-Type,2004,"120,000",automatic,gas,"500,000"
Seat,Leon,2018,"52,000",automatic,gas,"600,000"
MG,6,2021,"25,000",automatic,gas,"620,000"
Ford,Kuga,2018,"175,000",automatic,gas,"725,000"
Hyundai,Avante,2001,"130,000",automatic,gas,"190,000"
Jetour,X70,2021,"40,000",automatic,gas,"520,000"
Faw,N5,2012,"150,000",manual,gas,"80,000"
Chery,Arrizo 5,2022,"50,000",automatic,gas,"340,000"
Mazda,3 || Mazda 3,2006,"190,000",automatic,gas,"230,000"
Byd,F3,2021,"60,000",manual,gas,"300,000"
Mercedes,C 180,2015,"95,000",automatic,gas,"1,300,000"
Toyota,Corolla,2019,"50,000",automatic,gas,"685,000"
Kia,Carens,2014,"150,000",automatic,gas,"395,000"
Daewoo,Cielo,1996,0,manual,gas,"60,000"
Mazda,3 || Mazda 3,2006,"135,000",automatic,gas,"265,000"
Peugeot,504,1978,0,manual,gas,"65,000"
Fiat,128,1976,0,manual,gas,"16,500"
Hyundai,IX 35,2013,"200,000",automatic,gas,"530,000"
Daewoo,Lanos,2004,"148,000",manual,gas,"115,000"
Fiat,Tipo,2021,"27,000",manual,gas,"365,000"
Peugeot,508,2015,"86,300",automatic,gas,"510,000"
Honda,CRV,2020,"11,000",automatic,gas,"1,700,000"
Nissan,Qashqai,2016,"56,000",automatic,gas,"450,000"
BMW,318,1984,"300,000",manual,gas,"80,000"
Nissan,Sunny,2021,"63,000",automatic,gas,"360,000"
Volkswagen,Jetta,2009,"245,000",automatic,gas,"330,000"
Brilliance,FSV,2011,"230,000",manual,gas,"130,000"
Fiat,127,1985,0,manual,gas,"18,500"
Byd,F3,2019,"62,000",manual,gas,"220,000"
Hyundai,Accent,2010,"160,000",manual,gas,"210,000"
Toyota,Yaris,2014,"215,000",automatic,gas,"240,000"
Kia,Sportage,2020,"10,000",automatic,gas,"900,000"
Mazda,3  || Mazda 3,2015,"210,000",automatic,gas,"360,000"
Nissan,Sentra,2018,"230,000",automatic,gas,"330,000"
Chery,Arrizo 5,2021,"180,000",manual,natural gas,"190,000"
Fiat,Tipo,2020,"80,000",manual,gas,"330,000"
MG,ZS,2021,"66,000",automatic,gas,"430,000"
Changan,Alsvin,2022,"13,000",automatic,gas,"310,000"
Volvo,240,1982,0,manual,gas,"75,000"
Renault,Megane,1999,"250,000",manual,gas,"85,000"
Seat,Leon,2015,"176,000",automatic,gas,"335,000"
Renault,Fluence,2016,"210,000",automatic,gas,"315,000"
Opel,Astra,2018,"120,000",automatic,gas,"390,000"
Proton,Waja,2004,"194,000",automatic,gas,"140,000"
Fiat,Tipo,2021,"91,000",automatic,gas,"435,000"
Fiat,Punto,2008,"75,000",manual,gas,"100,000"
Hyundai,Elantra HD,2020,"119,000",automatic,gas,"340,000"
Fiat,127,1984,0,manual,gas,"25,000"
Peugeot,3008,2011,"100,000",automatic,gas,"375,000"
Daewoo,Lanos 2,2010,"76,000",manual,gas,"140,000"
Hyundai,IX 35,2015,"100,000",automatic,gas,"600,000"
Mercedes,200,1980,0,manual,gas,"68,000"
Hyundai,Excel,1993,0,manual,gas,"55,000"
Chevrolet,Optra,2021,"80,000",automatic,gas,"310,000"
Geely,X7,2019,"115,000",automatic,gas,"370,000"
Toyota,Tercel,1997,"205,000",manual,gas,"135,000"
Fiat,131,1982,0,manual,gas,"47,000"
Kia,Cerato,2016,"195,000",automatic,gas,"270,000"
Opel,Astra,2016,"118,000",automatic,gas,"420,000"
Kia,Rio,2013,"270,000",automatic,gas,"300,000"
Speranza,A516,2010,"60,000",manual,gas,"90,000"
Suzuki,Maruti,1994,"300,000",manual,gas,"50,000"
Volkswagen,Passat,2022,50,automatic,gas,"1,400,000"
Changan,CS 15,2022,"45,000",automatic,gas,"335,000"
Peugeot,504,1975,0,manual,natural gas,"45,000"
Peugeot,508,2020,"36,000",automatic,gas,"1,150,000"
Chevrolet,Lanos,2010,"200,000",manual,natural gas,"87,000"
MG,5,2021,"56,000",automatic,gas,"390,000"
Nissan,Sunny,2020,"68,000",automatic,gas,"370,000"
Fiat,128,1985,0,manual,gas,"22,000"
Mercedes,C 180,2013,"160,000",automatic,gas,"700,000"
Renault,Sandero,2012,"225,000",manual,gas,"185,000"
Suzuki,Ciaz,2022,"3,700",automatic,gas,"550,000"
BMW,523,1999,"160,000",automatic,gas,"180,000"
Toyota,Corolla,2015,"141,000",automatic,gas,"550,000"
Kia,Rio,2015,"273,000",automatic,gas,"315,000"
Hyundai,Matrix,2001,"150,000",automatic,gas,"175,000"
Speranza,A113,2008,"100,000",manual,gas,"85,000"
Lada,Granta,2021,"35,000",automatic,gas,"240,000"
MG,5,2021,"66,000",automatic,gas,"410,000"
Chevrolet,Optra,2019,"30,000",automatic,gas,"320,000"
Toyota,Corolla,2007,"240,000",automatic,gas,"220,000"
Peugeot,3008,2022,"28,000",automatic,gas,"1,100,000"
Volkswagen,Golf 2,1990,0,manual,gas,"65,000"
Nissan,Tiida,2013,"145,000",automatic,gas,"280,000"
Lada,2101,1981,0,manual,gas,"27,000"
Skoda,Octavia A5,2007,"192,000",automatic,gas,"280,000"
Nissan,Sunny,2016,"155,000",automatic,gas,"255,000"
Seat,Ibiza,2020,"48,000",automatic,gas,"570,000"
Fiat,Doblo,2021,"36,500",manual,gas,"340,000"
Fiat,128,1988,0,manual,gas,"25,400"
Opel,Astra,2019,"100,000",automatic,gas,"700,000"
MG,5,2021,"27,000",automatic,gas,"435,000"
Nissan,Sunny,1995,"60,000",manual,gas,"55,000"
Daewoo,Nubira 2,2001,"325,000",automatic,gas,"105,000"
Volkswagen,Tiguan,2020,"68,000",automatic,gas,"1,200,000"
Volkswagen,Polo,1999,"215,000",manual,gas,"85,000"
Opel,Corsa,2003,"136,000",manual,gas,"115,000"
Nissan,Sunny,2016,"156,000",automatic,gas,"260,000"
Byd,F3,2015,"108,000",automatic,Hybrid,"210,000"
Speranza,A620,2007,"220,000",automatic,gas,"105,000"
Kia,Carens,2014,"190,000",automatic,gas,"460,000"
Opel,Vectra,1996,"200,000",manual,gas,"65,000"
Hyundai,Avante,2003,"400,000",automatic,gas,"175,000"
Geely,Emgrand 7,2015,"118,000",manual,gas,"70,000"
Suzuki,Ertiga,2015,"148,000",automatic,gas,"280,000"
Kia,Cerato,2017,"110,000",automatic,gas,"480,000"
Chery,Tiggo 3,2017,"100,000",automatic,gas,"280,000"
MG,5,2021,"27,000",automatic,gas,"425,000"
Hyundai,Atos,1998,"211,000",manual,gas,"70,000"
Hyundai,Elantra HD,2020,"135,000",automatic,gas,"330,000"
Speranza,A516,2012,"104,000",manual,gas,"140,000"
Kia,Cerato,2015,"120,000",automatic,gas,"410,000"
Hyundai,Elantra MD,2015,"135,000",automatic,gas,"435,000"
Opel,Astra,2017,"96,000",automatic,gas,"430,000"
Opel,Crossland,2022,"50,000",automatic,gas,"550,000"
Seat,Leon,2019,"40,000",automatic,gas,"640,000"
Fiat,Tipo,2020,"67,000",automatic,gas,"395,000"
Fiat,Shahin,2006,0,manual,gas,"45,000"
Skoda,Kodiaq,2021,"50,000",automatic,gas,"1,220,000"
Renault,Duster,2020,"100,000",automatic,gas,"250,000"
Mercedes,C 180,2003,"320,000",automatic,gas,"340,000"
Chevrolet,Lanos,2010,"250,000",manual,gas,"100,000"
Jeep,Wrangler,2012,"204,000",automatic,gas,"615,000"
Suzuki,Van,2016,"90,000",manual,gas,"110,000"
Renault,Megane,2006,"180,000",automatic,gas,"145,000"
Chery,Arrizo 5,2020,"60,000",manual,gas,"275,000"
Kia,Sportage,2017,"85,000",automatic,gas,"685,000"
Hyundai,Elantra CN7,2022,100,automatic,natural gas,"650,000"
Kia,Cerato,2010,"120,000",automatic,gas,"330,000"
Citroën,C Elysee,2014,"118,000",automatic,gas,"220,000"
Volkswagen,Jetta,2008,"180,000",automatic,gas,"290,000"
Opel,Astra,2021,"17,000",automatic,gas,"550,000"
Peugeot,204,2021,"25,000",automatic,gas,"730,000"
Chevrolet,Optra,2022,"33,000",automatic,gas,"365,000"
Skoda,Octavia A4,2000,"270,000",automatic,gas,"128,000"
Fiat,128,1986,0,manual,gas,"25,000"
Speranza,A516,2010,"290,000",manual,gas,"120,000"
Hyundai,Elantra AD,2017,"123,000",automatic,gas,435
Skoda,Fantasia,2012,"135,000",automatic,gas,"315,000"
Skoda,Octavia A7,2014,"107,000",automatic,gas,"525,000"
Renault,Fluence,2012,"179,000",automatic,gas,"245,000"
Mazda,323,1981,"200,000",manual,gas,"32,000"
Mitsubishi,Pajero,2015,"75,000",automatic,gas,"935,000"
Lada,2107,2012,0,manual,gas,"110,000"
Mitsubishi,Lancer EX Shark,2013,"230,000",automatic,gas,"320,000"
Hyundai,Elantra HD,2021,"29,000",automatic,gas,"430,000"
Speranza,A113,2009,"100,000",manual,gas,"65,000"
Renault,Megane,2021,"50,000",automatic,gas,"540,000"
Renault,Logan,2011,"500,000",manual,gas,"140,000"
Soueast,Veryca,2015,"98,000",manual,gas,"110,000"
Renault,Logan,2019,"35,000",automatic,gas,"200,000"
Chevrolet,Optra,2007,"200,000",automatic,gas,"175,000"
Nissan,Sunny,2022,"14,000",automatic,gas,"330,000"
MG,5,2021,"13,500",automatic,gas,"420,000"
Bestune,B70,2022,389,automatic,gas,"675,000"
Renault,Sandero Step Way,2013,"215,000",manual,gas,"140,000"
Chevrolet,Pickup,2003,0,manual,diesel,"130,000"
Ford,Focus,2007,"194,000",automatic,gas,"195,000"
Toyota,Corolla,2015,"300,000",automatic,gas,"445,000"
Fiat,Shahin,2006,0,manual,gas,"50,000"
Brilliance,FSV,2011,"190,000",manual,gas,"160,000"
BMW,315,1989,0,manual,gas,"75,000"
Kia,Sportage,2012,"85,000",automatic,gas,"675,000"
Lada,2107,2006,0,manual,gas,"55,000"
Opel,Astra,2014,"115,000",automatic,gas,"285,000"
Gmc,Jimmy,2013,"245,000",manual,diesel,"125,000"
Hyundai,Stellar,1988,0,automatic,gas,"35,000"
Fiat,Regata,1985,0,manual,gas,"25,000"
Fiat,Shahin,2002,0,manual,gas,"67,000"
Nissan,Sunny,2009,"250,000",manual,gas,"210,000"
Kia,Cerato,2015,"101,000",automatic,gas,"515,000"
Chevrolet,Cruze,2016,"170,000",automatic,gas,"300,000"
Geely,Emgrand 7,2015,"225,000",manual,gas,"140,000"
Hyundai,Accent,2006,0,manual,gas,"105,000"
Hyundai,Verna,2012,"115,900",manual,gas,"155,000"
Fiat,131,1984,0,manual,gas,"33,000"
Kia,Cerato,2014,"90,000",automatic,gas,"500,000"
Peugeot,508,2014,"200,000",automatic,gas,"390,000"
Fiat,132,1974,0,manual,gas,"29,000"
Lada,Granta,2016,"96,000",automatic,gas,"245,000"
BMW,316,1992,"100,000",manual,gas,"190,000"
Byd,F3,2014,"350,000",manual,gas,"160,000"
Byd,F0,2015,"133,000",automatic,gas,"200,000"
Honda,Civic,2009,"204,000",automatic,gas,"320,000"
Geely,Emgrand 7,2012,"300,000",manual,gas,"115,000"
Daewoo,Lanos 2,2007,0,manual,gas,"130,000"
Hyundai,Getz,2011,"200,000",manual,gas,"200,000"
Suzuki,Van,2008,"69,000",manual,gas,"69,000"
Speranza,Tiggo,2009,"97,000",manual,gas,"210,000"
Kia,Cerato,2017,"100,000",automatic,gas,"480,000"
Geely,Mk,2010,"144,000",manual,gas,"97,000"
Hyundai,IX 35,2015,"106,000",automatic,gas,"600,000"
Mahindra,Scorpio,2009,"170,000",manual,diesel,"180,000"
Hyundai,Elantra CN7,2021,"90,000",automatic,gas,"660,000"
Chevrolet,Lanos,2010,"176,000",manual,gas,"150,000"
Hyundai,Excel,1993,0,manual,gas,"47,000"
Fiat,128,1988,0,manual,gas,"47,000"
Audi,A4,2018,"139,000",automatic,gas,"950,000"
Kia,Carnival,2002,"100,000",automatic,diesel,"150,000"
Renault,Logan,2011,"200,000",manual,gas,"128,000"
Kia,Sportage,2017,"260,000",automatic,gas,"750,000"
Audi,A3,2014,"113,000",automatic,gas,"550,000"
Toyota,Avensis,2007,"200,000",automatic,gas,"220,000"
Renault,Sandero,2011,"180,000",manual,gas,"155,000"
Speranza,A620,2008,"145,000",automatic,gas,"145,000"
Suzuki,Maruti,2014,"60,000",manual,gas,"85,000"
Renault,Logan,2015,"300,000",manual,gas,"200,000"
Nissan,Sunny,2021,"39,000",automatic,gas,"350,000"
Mazda,3 || Mazda 3,2017,"119,000",automatic,gas,"380,000"
Chevrolet,Optra,2020,"125,000",automatic,gas,"295,000"
BMW,320,2018,"93,000",automatic,gas,"950,000"
Renault,Megane,2020,"100,000",automatic,gas,"450,000"
Hyundai,Tucson,2018,"87,000",automatic,gas,"720,000"
Kia,Cerato,2014,"96,000",automatic,gas,"460,000"
Kia,Rio,2014,"93,000",automatic,gas,"290,000"
MG,5,2022,"9,000",automatic,gas,"410,000"
Hyundai,Elantra CN7,2021,"21,000",automatic,gas,"750,000"
Hyundai,Elantra MD,2012,"170,000",automatic,gas,"340,000"
Fiat,Tipo,2018,"137,000",automatic,gas,"350,000"
Baic,X3,2022,"42,000",automatic,gas,"460,000"
Kia,Cerato,2010,"165,000",automatic,gas,"300,000"
Geely,Emgrand 7,2018,"21,000",manual,gas,"205,000"
Audi,100,1980,"250,000",manual,gas,"24,000"
Opel,Insignia,2018,"52,000",automatic,gas,"650,000"
Chery,Arrizo 5,2022,"42,970",automatic,gas,"290,000"
Volkswagen,Passat,1985,0,manual,gas,"40,000"
Geely,Emgrand X7,2019,"61,000",automatic,gas,"380,000"
Suzuki,Swift Dzire || Dzire,2022,"36,000",automatic,gas,"380,000"
Chevrolet,Aveo,2010,"200,000",manual,gas,"145,000"
Daihatsu,Grand terios,2015,"100,000",automatic,gas,"500,000"
Suzuki,Ciaz,2018,"110,000",automatic,gas,"425,000"
Hyundai,Accent,1994,0,manual,gas,"60,000"
Hyundai,Tucson Turbo GDI || Tucson Turbo,2018,"40,000",automatic,gas,"580,000"
Toyota,Corolla,1997,"140,000",manual,gas,"150,000"
Hyundai,Elantra,2009,"230,000",automatic,gas,"260,000"
Toyota,Corolla,2015,"15,000",automatic,gas,"550,000"
Ford,Fusion,2018,"112,000",automatic,gas,"690,000"
Daewoo,Nubira 2,1999,"280,000",manual,gas,"115,000"
Geely,Imperial,2019,"140,000",automatic,gas,"350,000"
Nissan,Sunny,2012,"90,000",automatic,gas,"100,000"
Mitsubishi,Lancer Puma,2004,"330,000",automatic,gas,"155,000"
Mitsubishi,Eclipse,2020,"40,000",automatic,gas,"750,000"
Hyundai,Elantra CN7,2022,"36,000",automatic,gas,"610,000"
Geely,Emgrand 7,2017,"300,000",manual,gas,"150,000"
Hyundai,Elantra HD,2019,"79,000",automatic,gas,"400,000"
Nissan,Qashqai,2021,"80,000",automatic,gas,"770,000"
Brilliance,V5,2015,"184,000",automatic,gas,"280,000"
Nissan,Sunny,2021,"100,000",automatic,gas,"305,000"
Hyundai,Elantra,1994,"200,000",manual,gas,"65,000"
Byd,F3,2021,"28,000",manual,gas,"245,000"
Toyota,Corolla,2008,"160,000",automatic,gas,"325,000"
Chevrolet,Cruze,2015,"82,000",automatic,gas,"335,000"
Renault,Sandero,2016,"47,000",automatic,gas,"400,000"
Nissan,Sunny,2014,"125,000",automatic,gas,"230,000"
Renault,Sandero Step Way,2015,"124,000",manual,gas,"207,000"
Renault,Logan,2017,"53,000",manual,gas,"200,000"
Suzuki,Alto,2008,"32,600",manual,gas,"46,000"
Fiat,Shahin,2005,0,manual,gas,"67,000"
Nissan,Sunny,2018,"148,000",automatic,gas,"270,000"
